rule_id,seed,kcap,K,J,noise,meandeg,M,grado_medio,t_s
A2-B0-C2-f701-r931,70791308,6,5,0.741,0.12,7.81,4104,4.104,1.55
A2-B0-C2-f701-r932,70791405,6,6,0.385,0.133,6.28,4040,4.04,1.62
A2-B0-C2-f701-r933,70791502,5,8,0.436,0.302,6.3,3190,3.19,1.54
A2-B0-C2-f701-r934,70791599,7,8,0.345,0.203,5.89,4633,4.633,1.95
A2-B0-C2-f701-r935,70791696,7,8,0.751,0.3,5.7,4719,4.719,1.55
A2-B0-C2-f701-r936,70791793,6,5,0.479,0.261,4.85,3941,3.941,1.63
A2-B0-C2-f701-r937,70791890,7,7,0.769,0.295,5.93,4822,4.822,1.7
A2-B0-C2-f701-r938,70791987,4,6,0.717,0.192,6.1,2452,2.452,1.47
A2-B0-C2-f701-r939,70792084,6,8,0.69,0.329,6.54,4175,4.175,1.53
A2-B0-C2-f701-r940,70792181,5,6,0.516,0.181,4.88,3323,3.323,1.4
A2-B0-C2-f701-r941,70792278,7,4,0.756,0.198,4.55,4156,4.156,1.49
A2-B0-C2-f701-r942,70792375,6,5,0.748,0.257,5.29,4116,4.116,1.72
A2-B0-C2-f701-r943,70792472,6,7,0.435,0.28,4.54,3715,3.715,1.59
A2-B0-C2-f701-r944,70792569,5,7,0.716,0.199,6.28,3330,3.33,1.61
A2-B0-C2-f701-r945,70792666,5,6,0.422,0.135,5.71,3274,3.274,1.64
A2-B0-C2-f701-r946,70792763,6,8,0.436,0.21,4.87,3879,3.879,1.56
A2-B0-C2-f701-r947,70792860,5,5,0.746,0.133,5.77,3392,3.392,1.39
A2-B0-C2-f701-r948,70792957,4,5,0.753,0.295,7.44,2263,2.263,1.34
A2-B0-C2-f701-r949,70793054,6,6,0.337,0.327,4.94,3813,3.813,1.59
A2-B0-C2-f701-r950,70793151,5,5,0.735,0.332,6.13,3331,3.331,1.76
