fase,angulo,t,ged_L,ged_R,act_busc,coh_rel,geom,frac_L,frac_R,efic,lf
F2,60.0,0.38,0.0016024910927120975,0.0016024948994418794,0.00010177098158936637,-1.951786471206936e-05,0.43506820233800597,0.8307835088856705,0.779367196485569,0.3962248673161227,1
F2,60.0,0.39,0.0016029444271026627,0.0016029482481793125,0.00010130735924906986,-1.072058436109963e-05,0.4350714248737627,0.8314419647780132,0.7795712058996923,0.39619307514065055,1
F2,60.0,0.4,0.0016034043300491858,0.0016034081652511129,0.00010088468870517175,-5.2342303865397376e-06,0.4350760777262075,0.8320996580235652,0.7797722166626634,0.3961554626773876,1
F2,60.0,0.41,0.0016038707215300999,0.001603874570636004,0.00010043424761840836,-8.885248564605654e-06,0.4350777557516415,0.8327518690746422,0.7799722008587858,0.3961146013547485,1
F2,60.0,0.42,0.0016043435212277578,0.001604347384003648,0.00010001054726738179,-5.288217869057541e-06,0.43508086362333515,0.8334024427190971,0.7801669210423344,0.3960763776784897,1
F2,60.0,0.43,0.0016048226484834318,0.0016048265247018063,9.956676237610207e-05,-7.918401139681166e-06,0.43508610357658456,0.8340520874258549,0.7803575218197799,0.39604276750255435,1
F2,60.0,0.44,0.0016053080223227664,0.0016053119117644767,9.909585079614924e-05,-1.1502683591946791e-05,0.43509009958701145,0.8346970808349821,0.780546400371804,0.3960146912038954,1
F2,60.0,0.45,0.0016057995615446489,0.0016058034640018149,9.859292927971719e-05,-1.575800767418417e-05,0.43509638713615856,0.8353395843746294,0.7807343981132737,0.39598951823709844,1
F2,60.0,0.46,0.001606297184577084,0.0016063010998478972,9.802943829917421e-05,-2.3844658525362466e-05,0.4350991089544848,0.8359792128965718,0.7809191365092087,0.39596966859656996,1
F2,60.0,0.47,0.001606800809614104,0.001606804737495718,9.747732615028593e-05,-2.2380594238743525e-05,0.4351032986288267,0.8366181585798742,0.7811010516525184,0.39591104315376674,1
F2,60.0,0.48,0.0016073103545402334,0.0016073142948309046,9.701544565832165e-05,-1.0396955375660155e-05,0.43510598505833203,0.837254590246131,0.7812790749611654,0.39577387560980615,1
F2,60.0,0.49,0.0016078257369953439,0.001607829689502337,9.649875071515712e-05,-1.769453929365914e-05,0.4351104496206088,0.8378884782932731,0.7814542517398234,0.3956373555937297,1
F2,60.0,0.5,0.001608346874358705,0.0016083508388858362,9.593402849195076e-05,-2.412575784097389e-05,0.4351199375189546,0.8385170665625047,0.781627564896489,0.3955092138280886,1
F2,60.0,0.51,0.001608873683669515,0.0016088776600414877,9.545038030112085e-05,-1.3377272516764594e-05,0.4351279978839498,0.8391445427841908,0.781798759236315,0.39538859544334304,1
F2,60.0,0.52,0.001609406081820657,0.0016094100698567362,9.491542114281604e-05,-2.022802139137766e-05,0.4351340522414651,0.8397691071455557,0.7819677299419934,0.39526894866470935,1
F2,60.0,0.53,0.0016099439851709055,0.0016099479846862583,9.427123177663255e-05,-3.483784124282069e-05,0.43514392155569814,0.8403906720467779,0.7821353368991438,0.39514830504819665,1
F2,60.0,0.54,0.0016104873098946545,0.001610491320699432,9.381727659640848e-05,-9.593580288418262e-06,0.4351516186996475,0.8410073403104042,0.7822994345977837,0.39501945421039025,1
F2,60.0,0.55,0.0016110359719118284,0.001611039993801613,9.329998793450311e-05,-1.8033409099329193e-05,0.4351623928130597,0.8416231942752276,0.7824640896544461,0.3948860760612168,1
